Date,^GSPC,^IXIC,^DJI
2011-04-30,1363.61,2873.54,12810.54
2011-05-31,1345.2,2835.3,12569.79
2011-06-30,1320.64,2773.52,12414.34
2011-07-31,1292.28,2756.38,12143.24
2011-08-31,1218.89,2579.46,11613.53
2011-09-30,1131.42,2415.4,10913.38
2011-10-31,1253.3,2684.41,11955.01
2011-11-30,1246.96,2620.34,12045.68
2011-12-31,1257.6,2605.15,12217.56
2012-01-31,1312.41,2813.84,12632.91
2012-02-29,1365.68,2966.89,12952.07
2012-03-31,1408.47,3091.57,13212.04
2012-04-30,1397.91,3046.36,13213.63
2012-05-31,1310.33,2827.34,12393.45
2012-06-30,1362.16,2935.05,12880.09
2012-07-31,1379.32,2939.52,13008.68
2012-08-31,1406.58,3066.96,13090.84
2012-09-30,1440.67,3116.23,13437.13
2012-10-31,1412.16,2977.23,13096.46
2012-11-30,1416.18,3010.24,13025.58
2012-12-31,1426.19,3019.51,13104.14
2013-01-31,1498.11,3142.13,13860.58
2013-02-28,1514.68,3160.19,14054.49
2013-03-31,1569.19,3267.52,14578.54
2013-04-30,1597.57,3328.79,14839.8
2013-05-31,1630.74,3455.91,15115.57
2013-06-30,1606.28,3403.25,14909.6
2013-07-31,1685.73,3626.37,15499.54
2013-08-31,1632.97,3589.87,14810.31
2013-09-30,1681.55,3771.48,15129.67
2013-10-31,1756.54,3919.71,15545.75
2013-11-30,1805.81,4059.89,16086.41
2013-12-31,1848.36,4176.59,16576.66
2014-01-31,1782.59,4103.88,15698.85
2014-02-28,1859.45,4308.12,16321.71
2014-03-31,1872.34,4198.99,16457.66
2014-04-30,1883.95,4114.56,16580.84
2014-05-31,1923.57,4242.62,16717.17
2014-06-30,1960.23,4408.18,16826.6
2014-07-31,1930.67,4369.77,16563.3
2014-08-31,2003.37,4580.27,17098.45
2014-09-30,1972.29,4493.39,17042.9
2014-10-31,2018.05,4630.74,17390.52
2014-11-30,2067.56,4791.63,17828.24
2014-12-31,2058.9,4736.05,17823.07
2015-01-31,1994.99,4635.24,17164.95
2015-02-28,2104.5,4963.53,18132.7
2015-03-31,2067.89,4900.88,17776.12
2015-04-30,2085.51,4941.42,17840.52
2015-05-31,2107.39,5070.03,18010.68
2015-06-30,2063.11,4986.87,17619.51
2015-07-31,2103.84,5128.28,17689.86
2015-08-31,1972.18,4776.51,16528.03
2015-09-30,1920.03,4620.16,16284.7
2015-10-31,2079.36,5053.75,17663.54
2015-11-30,2080.41,5108.67,17719.92
2015-12-31,2043.94,5007.41,17425.03
2016-01-31,1940.24,4613.95,16466.3
2016-02-29,1932.23,4557.95,16516.5
2016-03-31,2059.74,4869.85,17685.09
2016-04-30,2065.3,4775.36,17773.64
2016-05-31,2096.95,4948.05,17787.2
2016-06-30,2098.86,4842.67,17929.99
2016-07-31,2173.6,5162.13,18432.24
2016-08-31,2170.95,5213.22,18400.88
2016-09-30,2168.27,5312.0,18308.15
2016-10-31,2126.15,5189.14,18142.42
2016-11-30,2198.81,5323.68,19123.58
2016-12-31,2238.83,5383.12,19762.6
2017-01-31,2278.87,5614.79,19864.09
2017-02-28,2363.64,5825.44,20812.24
2017-03-31,2362.72,5911.74,20663.22
2017-04-30,2384.2,6047.61,20940.51
2017-05-31,2411.8,6198.52,21008.65
2017-06-30,2423.41,6140.42,21349.63
2017-07-31,2470.3,6348.12,21891.12
2017-08-31,2471.65,6428.66,21948.1
2017-09-30,2519.36,6495.96,22405.09
2017-10-31,2575.26,6727.67,23377.24
2017-11-30,2647.58,6873.97,24272.35
2017-12-31,2673.61,6903.39,24719.22
2018-01-31,2823.81,7411.48,26149.39
2018-02-28,2713.83,7273.01,25029.2
2018-03-31,2640.87,7063.45,24103.11
2018-04-30,2648.05,7066.27,24163.15
2018-05-31,2705.27,7442.12,24415.84
2018-06-30,2718.37,7510.3,24271.41
2018-07-31,2816.29,7671.79,25415.19
2018-08-31,2901.52,8109.54,25964.82
2018-09-30,2913.98,8046.35,26458.31
2018-10-31,2711.74,7305.9,25115.76
2018-11-30,2760.17,7330.54,25538.46
2018-12-31,2506.85,6635.28,23327.46
2019-01-31,2704.1,7281.74,24999.67
2019-02-28,2784.49,7532.53,25916.0
2019-03-31,2834.4,7729.32,25928.68
2019-04-30,2945.83,8095.39,26592.91
2019-05-31,2752.06,7453.15,24815.04
2019-06-30,2941.76,8006.24,26599.96
2019-07-31,2980.38,8175.42,26864.27
2019-08-31,2926.46,7962.88,26403.28
2019-09-30,2976.74,7999.34,26916.83
2019-10-31,3037.56,8292.36,27046.23
2019-11-30,3140.98,8665.47,28051.41
2019-12-31,3230.78,8972.6,28538.44
2020-01-31,3225.52,9150.94,28256.03
2020-02-29,2954.22,8567.37,25409.36
2020-03-31,2584.59,7700.1,21917.16
2020-04-30,2912.43,8889.55,24345.72
2020-05-31,3044.31,9489.87,25383.11
2020-06-30,3100.29,10058.77,25812.88
2020-07-31,3271.12,10745.27,26428.32
2020-08-31,3500.31,11775.46,28430.05
2020-09-30,3363.0,11167.51,27781.7
2020-10-31,3269.96,10911.59,26501.6
2020-11-30,3621.63,12198.74,29638.64
2020-12-31,3756.07,12888.28,30606.48
2021-01-31,3714.24,13070.69,29982.62
2021-02-28,3811.15,13192.35,30932.37
2021-03-31,3972.89,13246.87,32981.55
2021-04-30,4181.17,13962.68,33874.85
2021-05-31,4204.11,13748.74,34529.45
2021-06-30,4297.5,14503.95,34502.51
2021-07-31,4395.26,14672.68,34935.47
2021-08-31,4522.68,15259.24,35360.73
2021-09-30,4307.54,14448.58,33843.92
2021-10-31,4605.38,15498.39,35819.56
2021-11-30,4567.0,15537.69,34483.72
2021-12-31,4766.18,15644.97,36338.3
2022-01-31,4515.55,14239.88,35131.86
2022-02-28,4373.94,13751.4,33892.6
2022-03-31,4530.41,14220.52,34678.35
2022-04-30,4131.93,12334.64,32977.21
2022-05-31,4132.15,12081.39,32990.12
2022-06-30,3785.38,11028.74,30775.43
2022-07-31,4130.29,12390.69,32845.13
2022-08-31,3955.0,11816.2,31510.43
2022-09-30,3585.62,10575.62,28725.51
2022-10-31,3871.98,10988.15,32732.95
2022-11-30,4080.11,11468.0,34589.77
2022-12-31,3839.5,10466.48,33147.25
2023-01-31,4076.6,11584.55,34086.04
2023-02-28,3970.15,11455.54,32656.7
2023-03-31,4109.31,12221.91,33274.15
2023-04-30,4169.48,12226.58,34098.16
2023-05-31,4179.83,12935.29,32908.27
2023-06-30,4450.38,13787.92,34407.6
2023-07-31,4588.96,14346.02,35559.53
2023-08-31,4507.66,14034.97,34721.91
2023-09-30,4288.05,13219.32,33507.5
2023-10-31,4193.8,12851.24,33052.87
2023-11-30,4567.8,14226.22,35950.89
2023-12-31,4769.83,15011.35,37689.54
2024-01-31,4845.65,15164.01,38150.3
2024-02-29,5096.27,16091.92,38996.39
2024-03-31,5254.35,16379.46,39807.37
2024-04-30,5035.69,15657.82,37815.92
2024-05-31,5277.51,16735.02,38686.32
2024-06-30,5460.48,17732.6,39118.86
2024-07-31,5522.3,17599.4,40842.79
2024-08-31,5648.4,17713.62,41563.08
2024-09-30,5762.48,18189.17,42330.15
2024-10-31,5705.45,18095.15,41763.46
2024-11-30,6032.38,19218.17,44910.65
2024-12-31,5881.63,19310.79,42544.22
2025-01-31,6040.53,19627.44,44544.66
2025-02-28,5954.5,18847.28,43840.91
2025-03-31,5611.85,17299.29,42001.76
2025-04-30,5360.11,16669.81,39560.01
